úZethQuark Versi¢n 7.0ú                                               15/05/2025
POL.LOS ANGELES  PRODUCTOS VENDIDOS DEL 15/04/2025 AL 15/05/2025        18:37:48
PRT123()                                                              Pag.-    1
--------------------------------------------------------------------------------
         DESCRIPCION DEL PRODUCTO            STOCK           VENTA        RESP.
FROTIS DIRECTO(KOH-HONGOS)                    720              4           ELI
FRUTI FLEX FRESA X1L                            7              5           CLA
GASA 10X10                                     96             27           ELI
GASEOVET MS SUSP X220ML                         4             19           ELI
GENOGEL PLUS POTE X500G                         6              2           FAB
GERIA CARE POTE X1000G                          0              1           ELI
GINGISONA L NF TOQUES SOL.TOPICA X30ML          5              3           CLAúZethQuark Versi¢n 7.0ú                                               15/05/2025
POL.LOS ANGELES  PRODUCTOS VENDIDOS DEL 15/04/2025 AL 15/05/2025        18:38:05
PRT123()                                                              Pag.-    3
--------------------------------------------------------------------------------
         DESCRIPCION DEL PRODUCTO            STOCK           VENTA        RESP.
--------------------------------------------------------------------------------
GLIBENCLAMIDA 5MG TAB BLSTX10                  16              3           CLA
GLUCENIL D POTE X1000G                          4              2           CLA
GLUCOSA                                      8611             13           CLA
GLUCOSA POST PRANDIAL                         993              1           CLA
GLUCOTECH                                      25             42           MAR
GRAHAM ACAROS                                 796              3           FAB
GUANTES QUIRURGICO TALLA 7.5                   29              1           CLA
HCG PRUEBA EMBARAZO RAPIDA                     18             18           FAB
HCG SUB UNIDAD BETA CUANTITATIVO              892              1           CLA
HELICOBACTER IGM                             9993             22           CLA
HELICOBACTER PYORI ANTIGENO FECALES          9997              4           MAR
HEMOG. GLICOSILADA                          10002              3           FAB
HEMOGLOBINA HEMATOCRITO                       705              2           CLA
HEMOGRAMA COMPLETO                           9996             41           MAR
HEPABIONTA 2ML AMP                             55             30           ELI
HEPABIONTA GRAGEAS                            119              1           FAB
HEPATITIS B ANTIGENO AUSTRALIANO              978              2           CLA
HIDATIDOSIS ELISA                             997              1           FAB
HORMONAL FEMENINO(FSH-LH ESTRADIOL)           987              2           CLA
IBUSOL 100MG/5ML SUSP X60ML                     0              3           CLA
INMUNO PED SOBRE                              257             40           CLA
INMUNOGLOBULINA E                             937              4           CLA
INSULINA                                      825              1           CLA
INSULINA APLICACION 1-3 WOSULIN N              11              7           ELI
INYECTABLE   INTRAMUSCULAR EXTERNO           1324             13           CLA
ITUBIOT 500MG/2ML (IM/IV) AMP                   0              1           CLA
JERINGA 10ML                                  345            149           MAR
JERINGA 1ML                                   173             10           MAR
JERINGA 20ML                                  451            201           MAR
JERINGA 3ML                                   197              2           MAR
JERINGA 5ML                                    58              2           MAR
KETOPROFENO 100MG/2ML (IM) AMP                 12              6           FAB
KETOPROPHARM 100MG/5ML (IV) AMP                77             52           MAR
KITADOL MIGRA¥A TAB                            29              1           CLA
LAVADO DE OIDO I                             9996              1           FAB
LAVADO DE OIDO II                            1802              2           ELI
LEVOFLOXACINO 500MG TAB                       133             14           CLA
LIDOCAINA 2% X20ML AMP                         19             15           MAR
LINCOMAX 600MG/2ML (IM/IV) AMP                 27             14           CLA
LINDONOSTRUM 2% GEL X30G                        3              1           CLA
LLAVE TRIPLE VIA                              135             88           MAR
LORATADINA 10MG TAB BLSTX10                     0              7           CLA
MASCARILLA NEBULIZADORA (ADULTO)               45              8           CLA
MASCARILLA NEBULIZADORA (PEDIATRICO)           38              3           MAR
METAMIZOL 1G/2ML AMP                           26              5           FAB
MICROALBUMINURIA ORINA SIMPLE                9997              5           ELI
MOBILISIN GEL X40GR                             2              4           FAB
MUCOBROL 300MG/3ML AMP                         82             14           CLA
MUCOCETIL 100MG/5ML SOL.ORAL X120ML             4              4           FAB
NAXODOL 550MG TAB                              22             38           ELI
NEBULIZACION X 3                             9985             15           CLA
NEBULIZACION X2                              9998              1           MAR
NEUMOPUL POTE 500G VAINILLA                     4              1           ELI
NORSPAN 10MG PARCHE                             1              1           ELI
NORSPAN 5MG PARCHE                              1              2           CLAúZethQuark Versi¢n 7.0ú                                               15/05/2025
POL.LOS ANGELES  PRODUCTOS VENDIDOS DEL 15/04/2025 AL 15/05/2025        18:38:05
PRT123()                                                              Pag.-    4
--------------------------------------------------------------------------------
         DESCRIPCION DEL PRODUCTO            STOCK           VENTA        RESP.
--------------------------------------------------------------------------------
OMEPRAZOL 40MG AMP                             33             28           ELI
OMETAB 20MG TAB                               121              1           FAB
ORFEDRIN 100MG TAB                            116              4           CLA
ORFELAX 60MG/2ML (IM/IV) AMP                   99             47           MAR
ORINA COMPLETA                               7527             49           MAR
OTIDOL NF SOL.OTICA X5ML                        3              3           CLA
PALATOX 15MG/5ML JRBE X120ML                    0              1           CLA
PANEL DE ALERGIA(32 ALERGENOS)IGE ESPEC.      938              2           CLA
PANTOPHARM 40MG AMP (EV)                        6              3           CLA
PANTOPRAZOL 20MG TAB                           20             10           CLA
PAPANICOLAOU                                  838              1           CLA
PARACETAMOL 1000MG/100ML (IV) AMP               1              3           FAB
PARACETAMOL 120MG/5ML SOL.ORAL X60ML            0              1           FAB
PARACETAMOL 500MG TAB BLSTX10                   8              5           CLA
PARASITOLOGICO SIMPLE                         568             42           ELI
PARASITOLOGICO X3                            9961              2           CLA
PCR CUANTITATIVA                             9992              9           CLA
PEDIALYTE MAX SABOR UVA X500ML                  2              2           CLA
PERFIL DE COAGULACION                         979              1           ELI
PERFIL HEPATICO                               997             18           ELI
PERFIL LIPIDICO                              1024             22           MAR
PERFIL REUMATICO                             1008             10           CLA
PERFIL TIROIDEO                               937              1           ELI
PLIDOCHECK 400MG CAP                           32              5           CLA
PORTIL NF CREMA X20G                            5              1           CLA
PREDNISONA 5MG TAB BLSTX10                     12              2           CLA
PRESION                                      1567             12           CLA
PRODEFEN PLUS SOBRE                           167             20           CLA
PROFEKED 2.5% GEL X30G                          6              1           FAB
PRONOLIS HD 120MG/4.8ML MONO 2.5%               1              2           CLA
PROSTASIL 0.5MG CAP                            20             20           CLA
PROTEVIT KIDS POTE 1000G VAINILLA               3              1           FAB
PRUEBA DE ALERGIA                             962              4           FAB
PSA LIBRE                                     857              1           CLA
PSA TOTAL                                    1005              2           ELI
REACCION INFLAMATORIA EN HECES               9911             13           FAB
RODILLERA COMPRESION STANDAR                    1              2           CLA
ROTAVIRUS                                     999              1           FAB
RX CADERA COMPARATIVA                          99              1           CLA
RX CADERA COXOFEMORAL                          95              1           CLA
RX CERVICO DORSAL FRONTAL Y LATERAL          1000              1           CLA
RX COLUMNA CERVICAL F - L                    9998              1           CLA
RX COLUMNA LUMBO SACRO F - L                 9990             10           CLA
RX HOMBRO C/LADO                             9998              1           ELI
RX PARRILLA COSTAL C/LADO                    9998              1           CLA
RX PIERNA F y L                              9998              1           CLA
RX RODILLA F y L C/LADO                      9995              3           ELI
RX RODILLAS COMPARATIVAS                     9995              4           CLA
RX TEMPORAL C/LADO POSICIONES                  99              1           CLA
RX TOBILLO F y L C/LADO                      9997              1           FAB
RX TORAX AP                                   949             15           ELI
SILENTUSS 30MG/5ML JRBE X120ML                  3              1           ELI
SUERO FISIOLOGICO X1000ML                       2              7           ELI
SUEROVIT 2ML AMP                                1              3           MAR
SUMAQ MUJER POTE 500G AGUAJE                    0              2           FABúZethQuark Versi¢n 7.0ú                                               15/05/2025
POL.LOS ANGELES  PRODUCTOS VENDIDOS DEL 15/04/2025 AL 15/05/2025        18:38:05
PRT123()                                                              Pag.-    5
--------------------------------------------------------------------------------
         DESCRIPCION DEL PRODUCTO            STOCK           VENTA        RESP.
--------------------------------------------------------------------------------
T3 LIBRE                                      905              6           MAR
T4 LIBRE                                      999              5           CLA
TERBIFUN 1% SPRAY X30ML                         5              3           CLA
TERBINAFINA 250MG TAB                          35             92           CLA
TEST GRAHAM(OXIURUS)                         9949              9           FAB
THEVENON                                     9991              8           CLA
TRICOFAR ORAL 500MG TAB                       515            223           MAR
TRIGLIOUT 100MG TAB                            99             20           ELI
TSH ULTRASENSIBLE                           10000              5           CLA
UREA                                         9999              6           ELI
UROCULTIVO                                    982             15           ELI
UROFURIN 25MG/5ML SUSP X120ML                   2              1           CLA
VACUNA INFLUENZA PRE-VTA.                     998              2           MAR
VAGISTEN 0.1% CREMA X15G                        5              1           ELI
VAXIGEL OVULOS                                 62              6           CLA
VELTAM 0.4MG TAB                              121             50           CLA
VENDA ELASTICA 5X5                             23              2           MAR
VITACARE POTE 1000G VAINILLA                    4              7           ELI
VITACOSE 2ML INYECTABLE                        22             37           MAR
VOMIXTAL 50MG TAB                              70             10           FAB
Z-MOL 1G TAB                                  158              2           FAB
ZITRAT MG 300G PI¥A                             4              1           CLA
ZITROLAB 200MG/5ML SUSP X15ML                   0              3           CLA
--------------------------------------------------------------------------------
T O T A L:   243
--------------------------------------------------------------------------------